path,extension,size_kb,fenomeno
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_20210914-duke-osam.pdf,.pdf,434.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_20230202-testimony-to-house-e-c-comms-and-tech-subcomm-csis-bingen.pdf,.pdf,590.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_0103space.pdf,.pdf,220.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_dolman.pdf,.pdf,64.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_ussf-commercial-space-strategy.pdf,.pdf,1225.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_05172018-babin-opening-leo.pdf,.pdf,227.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_chandra-artemis-rewritten.pdf,.pdf,413.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_another-leap-forward-indias-historic-moon-landing-and-the-space-competition-unde.pdf,.pdf,250.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_190425-harrison-chinaspace.pdf,.pdf,832.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_240823-bingen-earth-uchu-min.pdf,.pdf,1274.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_nsc-25-scientific-or-technological-experiements-with-possible-large-scale-adverse-env.pdf,.pdf,111.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_2kaitlyn-a-balance-of-instability.pdf,.pdf,3702.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_fy19-green-book.pdf,.pdf,8052.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_a76-incl-tech-correction.pdf,.pdf,519.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_sp1235v2web.pdf,.pdf,5097.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_ndaa-space-force.2.pdf,.pdf,217.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_fy2019-presidents-budget-nasa.pdf,.pdf,13734.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_asat-test-ban-min.pdf,.pdf,118.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_241021-swope-swimmimg-upstream-0-compressed.pdf,.pdf,8300.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_debris-in-brief-factsheet.pdf,.pdf,123.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_181018-roberts-24satellitesmissiledefense.pdf,.pdf,1053.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_675694.pdf,.pdf,779.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_fy17-ndaa-1616-omb-report.pdf,.pdf,1450.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_3.5.25-irondome-1.pdf,.pdf,231.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_iac-16b121x33088.brief.pdf,.pdf,34.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_lunar-spectrum-policy-1.pdf,.pdf,649.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_plaw-116publ92.pdf,.pdf,2956.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_cheng-uscc-testimony-final.pdf,.pdf,556.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_2022-national-defense-strategy-npr-mdr.pdf,.pdf,8234.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_c8ea8c3bc071c03e5e83203b4060f784.mr.-william-gerstenmaier-testimony.pdf,.pdf,252.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_starliner-notebook.pdf,.pdf,5726.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_johnson-endgame-d360.pdf,.pdf,701.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_memorandum-on-space-policy-directive-5cybersecurity-principles-for-space-systems-the.pdf,.pdf,126.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_181017-usmissiledefense.pdf,.pdf,69.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_kevin-wolf-testimony.pdf,.pdf,422.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_191107-dwyer-beyondthebuzzwords-final.pdf,.pdf,942.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_25-mccabe.pdf,.pdf,207.3,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_210303-harrison-crewed-systems.pdf,.pdf,1053.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_210805-harrison-battlenetworks-partone.pdf,.pdf,526.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_240503-stewart-nuclear-option.pdf,.pdf,197.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_battle-networks-3-compressed.pdf,.pdf,11105.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_bradley-kasa-final.pdf,.pdf,406.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_spaceforceprimer-dec22.pdf,.pdf,544.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_plaw-105publ270.pdf,.pdf,209.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_johnson-governanceinspace-web-final-1.pdf,.pdf,2061.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_agoessler-the-private-sectors-assessment-of-u.s.-space-policy-and-law.pdf,.pdf,322.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_iss-transition-report-180330.pdf,.pdf,1252.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_wilson-wood-southkorea-20230802.pdf,.pdf,1014.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_2022-02-04-china-russia-joint-statement-international-relations-entering-a-new-era.pdf,.pdf,193.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_nationalspaceexplorationcampaign.pdf,.pdf,1390.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_fy2024-budget-request-overview-book.pdf,.pdf,10273.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_241001-bingen-gold-rush-min.pdf,.pdf,1499.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_190626-johnson-spaceforcelegislation-layout-v1.pdf,.pdf,1516.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_20160005961.pdf,.pdf,460.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_white-paper22-u.s.-leadership-and-commercial-space-rf-sensing-export-controls-a-press.pdf,.pdf,277.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_spfi13-604.pdf,.pdf,250.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_mars-sample-return-independent-review-board-report.pdf,.pdf,9102.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_allardcommission.pdf,.pdf,374.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/CSIS_Aerospace/pdfs_full/Otros/CSIS_130223-mv-spacenuclearanalysis.pdf,.pdf,426.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03s.pdf,.pdf,1279.0,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03a.pdf,.pdf,1449.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03f.pdf,.pdf,1156.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-095e.pdf,.pdf,28426.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-089e.pdf,.pdf,27679.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03r.pdf,.pdf,2920.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-096e.pdf,.pdf,3602.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03c.pdf,.pdf,1221.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_ensuring-responsible-ai-in-space-and-earth-observation.pdf,.pdf,2742.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2025/UNOOSA_st-space-61rev03e.pdf,.pdf,1128.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/Otros/UNOOSA_performance-standards-guidelines-v2.0-final.pdf,.pdf,2823.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2022/UNOOSA_annual-report-2022.pdf,.pdf,8190.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2026/UNOOSA_safeguarding-space-issues-note-final.pdf,.pdf,2319.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2026/UNOOSA_icg-working-groups-recommendations-2026-03-27.pdf,.pdf,2432.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2026/UNOOSA_extracts-from-the-icg-reports-edited-13-04-2026.pdf,.pdf,1457.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2021/UNOOSA_annual-report-2021.pdf,.pdf,15674.1,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2021/UNOOSA_st-space-75rev01e.pdf,.pdf,15105.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2023/UNOOSA_st-space-091e.pdf,.pdf,1517.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2023/UNOOSA_st-space-085e.pdf,.pdf,10485.4,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2023/UNOOSA_st-space-084e.pdf,.pdf,9251.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2023/UNOOSA_st-space-073e.pdf,.pdf,6755.6,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2023/UNOOSA_annual-report-2023.pdf,.pdf,20732.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088r.pdf,.pdf,783.8,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-092e.pdf,.pdf,6498.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088s.pdf,.pdf,1318.7,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088a.pdf,.pdf,1289.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088f.pdf,.pdf,1354.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_annual-report-2024.pdf,.pdf,20304.5,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088e.pdf,.pdf,1862.9,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-092f.pdf,.pdf,6479.2,raw
data/raw/CODEFEST/F2_Seguridad_Entorno_Espacial/UNOOSA/pdfs/2024/UNOOSA_st-space-088c.pdf,.pdf,1581.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/Atlantic_Council/.DS_Store,,6.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/.DS_Store,,6.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/Defensa21_LatAm/defensa21_data/DEFENSA21_catalog-2.json,.json,0.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/Defensa21_LatAm/defensa21_data/DEFENSA21_articulos-2.json,.json,0.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/DAIO_catalog-2.csv,.csv,12.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/DAIO_catalog-2.json,.json,20.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2203-2.pdf,.pdf,1447.3,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2316-cautious-data-driven-evolution-sami-jaervinen.pdf,.pdf,1059.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2202-2.pdf,.pdf,1352.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2317-a-winding-road-before-scaling-up-kevin-martin-lucie-liversain.pdf,.pdf,1742.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2527-thinking-before-sinking-borchert-brandlhuber-dzaack.pdf,.pdf,1428.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2423-overcoming-the-long-shadow-of-the-past-motohiro-tsuchiya.pdf,.pdf,1016.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2426-his-hands-cant-hit-what-his-eyes-cant-see-borchert-brandlhuber.pdf,.pdf,2252.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2530-bonds-that-separate-heiko-borchert.pdf,.pdf,1757.3,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2308-2.pdf,.pdf,1318.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2633-controlled-adaptation-and-integration-daniel-fiott.pdf,.pdf,1436.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2319-harnessing-the-potential-karampekios-sakalis-oikonomou.pdf,.pdf,1024.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2421-will-the-one-ring-hold-youngwook-park.pdf,.pdf,953.1,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_beware-the-hype.pdf,.pdf,1661.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2424-intelligent-national-defense-amid-strategic-ambiguity-kitsch-liao.pdf,.pdf,1146.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2318-servers-before-tanks-andreas-graae.pdf,.pdf,1952.5,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2315-embracing-the-organized-mess-dolinko-antebi.pdf,.pdf,963.9,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2529-guarding-the-alliances-eastern-frontiers-lipka-wernik-dziegiel.pdf,.pdf,1667.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2309-2.pdf,.pdf,1467.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2206-2.pdf,.pdf,1353.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2422-survival-of-the-smartest-vitaliy-goncharuk.pdf,.pdf,956.1,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2205-2.pdf,.pdf,1335.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2634-fragmented-efforts-joao-paulo-moralez-santiago-rivas.pdf,.pdf,1398.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2314-a-fertile-soil-for-ai-alastair-finlan.pdf,.pdf,973.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2528-an-underdeveloped-strategic-necessity-umaima-ali.pdf,.pdf,1438.5,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2313-overtaking-on-the-curve-john-lee.pdf,.pdf,1079.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2310-2.pdf,.pdf,1376.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2632-from-laggard-to-potential-regional-innovator-raluca-csernatoni.pdf,.pdf,1450.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2425-heavy-thunder-no-rain-mahmoud-javadi.pdf,.pdf,1990.5,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2204-2.pdf,.pdf,1326.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2307-2.pdf,.pdf,998.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2531-a-careful-walk-on-thin-ice-emanuel-ario-bimo-bagus-jatmiko.pdf,.pdf,1548.1,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2312-master-and-servant-borchert-schuetz-verbovszky.pdf,.pdf,1456.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/DAIO/daio_pdfs/pdfs/DAIO_study2311-2.pdf,.pdf,1407.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2017.pdf,.pdf,5683.9,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2019.pdf,.pdf,15356.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2025.pdf,.pdf,29555.3,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2022.pdf,.pdf,22477.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2023.pdf,.pdf,13252.3,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2024.pdf,.pdf,23601.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2018.pdf,.pdf,3374.1,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2021.pdf,.pdf,13902.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/pdfs/AIINDEX_ai-index-report-2026.pdf,.pdf,36997.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2021-2022.pdf,.pdf,3575.9,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2020-2021.pdf,.pdf,3835.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2022-2023.pdf,.pdf,3823.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2024-2025.pdf,.pdf,23916.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Annual_Reports/pdfs/AIINDEX_hai-annual-report-2023-2024.pdf,.pdf,17808.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Industry_Innovation/pdfs/AIINDEX_hai-founding-member-program-2025.pdf,.pdf,577.0,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Generative_AI/pdfs/AIINDEX_generative-ai-perspectives-from-stanford-hai.pdf,.pdf,280.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/International_Affairs/pdfs/AIINDEX_policy-brief-chinas-diverse-open-weight-ai-ecosystem.pdf,.pdf,485.3,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Environment_Energy/pdfs/AIINDEX_industry-brief-sustainability-ai.pdf,.pdf,14708.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-nlp-timeline-csv.csv,.csv,0.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-computer-vision-csv.csv,.csv,3560.4,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_mag-conferences-list-xlsx.xlsx,.xlsx,16.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-artificial-intelligence-csv.csv,.csv,34095.7,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-nlp-csv.csv,.csv,2153.1,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-cv-timeline-csv.csv,.csv,0.5,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-robotics-csv.csv,.csv,19333.2,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-robotics-timeline-csv.csv,.csv,0.6,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_pubmed-machine-learning-csv.csv,.csv,15138.8,raw
data/raw/CODEFEST/F1_IA_y_Capacidades_Estrategicas/AI_Index_Stanford/recursos/Research_Development/datasets/AIINDEX_mag-publications-fields-xlsx.xlsx,.xlsx,13.0,raw
